"","Sample_04","Sample_03","Sample_02","Sample_01"
"Taxon_065",11549.4832284291,4685.68337308753,27860.9332135096,15775.2541296053
"Taxon_066",28529.3178619065,15683.680673881,42544.399469726,21211.1470528575
"Taxon_067",36736.6704949266,38611.7650695037,42705.558133598,65458.3068069219
"Taxon_068",25.2868371047193,199.157133960977,115.911107315409,2328.7100641783
"Taxon_069",0,0,0,0
"Taxon_070",0,3.73276376234642,0,24.3777525136323
"Taxon_071",2023.19950457327,7891.46830830186,2087.67469556476,1475.77103095385
"Taxon_072",20905.9909845754,6887.02177419672,20092.822720085,29190.5992538167
"Taxon_073",7744.19086845183,7184.41721685368,7711.51676933266,24073.885517737
"Taxon_074",5.06812061016571,0,0,6.9262045698676
"Taxon_075",0,0,0,0
"Taxon_076",25865.8629335611,5738.67258178116,34156.1549333347,27600.2282678845
"Taxon_077",15.0286527449695,0,40.032883854444,18.3773410106804
"Taxon_078",3622.72167035087,18649.6077970474,2883.12506789871,2162.32509975662
"Taxon_079",48766.1344497462,52174.8330004399,48418.8128341379,60157.8658081286
"Taxon_080",57709.745215094,54079.2980850104,75522.3513738011,90011.505114471
"Taxon_081",28141.2268256861,25916.9804026048,58949.597166323,48262.9201074583
"Taxon_082",0,0,0,0
"Taxon_083",0,0,0,0
"Taxon_084",0,0,0,805.39609333693
"Taxon_085",278.721327533261,529.358386780736,197.05699905234,1980.92618840723
"Taxon_086",720.227281966036,970.307954892855,3657.24962133425,2247.89809161319
"Taxon_087",430.698129884237,256.043766506891,276.443552172117,1314.25849660051
"Taxon_088",604.274571387026,820.10892140324,356.394105655159,391.918925786009
"Taxon_089",3336.24568000185,12923.3237875196,3034.51394951139,2700.15944406144
"Taxon_090",0,0,0,0
"Taxon_091",540.108212680829,5433.59952735078,327.357128850416,181.179975371053
"Taxon_092",16330.3598417118,3678.24537650353,14842.3473956155,15815.9179344515
"Taxon_093",44.8058432050006,478.188563614341,2645.8109235113,227.450825259775
"Taxon_094",0,6.27204534290772,0,0
"Taxon_095",0,38.3432363407144,0,0
"Taxon_096",6452.4766043466,4257.73587640533,10405.0088129702,10519.7612044539
"Taxon_097",10839.1589879716,38792.6407112862,14157.0494701799,13057.724932594
"Taxon_098",136.09606118546,2634.91642690789,157.810013087853,651.306306830925
"Taxon_099",5535.88488750611,3700.44630878885,4356.91609295516,2127.84333720651
"Taxon_100",1778.45271768562,843.678955571711,2444.70282354539,1674.10235558309
"Taxon_101",24016.5600530291,21229.783969929,23306.7790062608,31630.8158002661
"Taxon_102",26613.4249191483,32058.2084387143,34177.3927953953,28381.5366154942
"Taxon_103",2549.78295578564,8458.41870084723,2330.35824041876,3876.58066051721
"Taxon_104",47008.3399072136,43310.6756448902,69384.0439054228,59321.0375952334
"Taxon_105",47625.0305882071,46461.0055942938,78159.6894831441,79270.5772776911
"Taxon_106",22.4637272057365,49.7535719060023,138.261238069203,125.564442934137
"Taxon_107",5237.96281805825,3647.26110987487,4489.16530166576,8777.93427883071
"Taxon_108",12495.2931463128,38038.7812052788,8282.40925549649,11918.8738784393
"Taxon_109",4840.41484815856,18792.2016281087,6906.91069569287,7722.09575816443
"Taxon_110",0,0,0,0.877653045859195
"Taxon_111",78478.9286255592,85192.1459222979,93726.4553896261,93609.2540786788
"Taxon_112",4367.89249406937,16060.5278572641,3794.25182206307,2653.63127704246
"Taxon_113",0,0,0,0
"Taxon_114",0,0,0,0
"Taxon_115",4352.29302345176,3552.10107386824,1981.22254626537,6679.17958151851
"Taxon_116",35.9293201575912,0,0,0
"Taxon_117",20621.3763098155,846.847877631834,25608.209715612,13885.4447162228
"Taxon_118",11.2586914424643,143.561960321635,931.489913850527,71.0076868216643
"Taxon_119",1091.75523581931,1859.55584091549,3994.71523726988,5867.8404812118
"Taxon_120",35832.4878050277,39556.9989653388,55062.8834030949,40701.6872993767
"Taxon_121",38267.1714112214,28663.8711328268,48189.4793632554,44820.7915404334
"Taxon_122",0,0,0,0
"Taxon_123",5.16457061051437,0,0,0
"Taxon_124",37481.1410805254,37680.5637994671,54491.5196818695,63508.9346253318
"Taxon_125",0,0,0,0
"Taxon_126",2977.48985106248,9012.71735556636,872.602824711565,4291.16499777732
"Taxon_127",0,27.8429409016984,0,0
"Taxon_128",1274.24316758962,880.732405965192,805.372712108904,3649.18894391548
"Taxon_129",12.810700488766,6.67262423769205,0,7.75632185107917
"Taxon_130",2431.42491845334,10620.765897176,4547.26614991856,3278.28596681741
"Taxon_131",44560.4948244319,51348.8091011299,35831.7666516842,65634.3474100218
"Taxon_132",33245.6580780309,29962.0521751195,54115.5900915893,78694.8580551608
"Taxon_133",2550.47683940467,13558.322022117,2448.2320606595,604.989884159936
"Taxon_134",28313.1036133467,38876.8604104253,44006.0408216477,51550.7228480735
"Taxon_135",0,11.58085342485,0,22.9844496594915
"Taxon_136",38616.2441798776,34105.5036423984,57601.3928194926,38521.9124458298
"Taxon_137",7949.17400307982,15199.4424926667,6788.20952113592,4350.84133881976
"Taxon_138",4.18036904267555,13.7688228667007,0,4.99719166978638
"Taxon_139",0,0,0,0
"Taxon_140",6384.85224418634,33755.9180510896,9427.45739330868,6352.13060217054
"Taxon_141",0,0,0,0
"Taxon_142",0,0,0,0
"Taxon_143",9946.0183864818,8298.13729338999,8192.79071698475,28412.8088700006
"Taxon_144",5243.77468369254,11210.7440216432,7849.66683131236,18233.7606801462
"Taxon_145",0,0,0,0
"Taxon_146",4370.14094974342,2862.42662152363,6187.44736083888,1994.37136096096
"Taxon_147",14292.7106471319,9498.73319721648,7474.97312114355,5152.93062601098
"Taxon_148",26403.054171486,7706.839124242,29973.8980901119,31845.9430795974
"Taxon_149",0,0,0,0
"Taxon_150",22149.9914281294,43325.743933326,43126.7507935263,50582.1203222416
"Taxon_151",1283.15532769129,990.216679047937,3466.47771357709,2103.39239464862
"Taxon_152",0,0,0,0
"Taxon_153",0,0,0,0
"Taxon_154",0,14.966959633672,0,4.81386381015206
"Taxon_155",0,0,0,0
"Taxon_156",0,0,0,0
"Taxon_157",0,0,0,0
"Taxon_158",43673.758538996,28491.8125157906,62934.5701434792,52118.0393908612
"Taxon_159",123.708202220133,356.356013725093,365.155497840607,875.142719942132
"Taxon_160",4582.11809459557,12852.6097171017,4661.47494224145,4870.3257305415
"Taxon_161",39918.9921664674,26900.383501412,56988.5068226189,54270.509029433
"Taxon_162",0,0,0,0
"Taxon_163",0,0,0,0
"Taxon_164",0,12.8389318448836,0,7.61504234750919
"Taxon_165",0,0,0,0
"Taxon_166",0,0,0,0
"Taxon_167",0,0,0,0
"Taxon_168",34563.5025505378,37223.6627499082,50838.0865003473,36291.7018288019
"Taxon_169",48288.2329154588,42450.499948348,51549.0026674078,57586.1410041804
"Taxon_170",0,0,0,0
"Taxon_171",2053.54468651049,677.928832989747,2107.89922350792,844.85882270889
"Taxon_172",52734.370112223,50920.7686679526,62609.2515540981,57268.4645353978
"Taxon_173",1045.11350570066,1738.9591807798,801.559191911428,2607.89610601084
"Taxon_174",32765.7966796685,36016.8757106015,38640.0902317841,56821.5650426091
"Taxon_175",1314.44274350173,1785.10087902148,746.958927553896,2593.41426486559
"Taxon_176",5668.11700379037,452.001210257278,3209.09404826117,6947.57729337714
"Taxon_177",0,0,0,0
"Taxon_178",0,0,0,0
"Taxon_179",0,0,0,0
"Taxon_180",2789.62984232762,9902.74342472699,1291.41286118498,1219.52375630716
"Taxon_181",3454.71833126721,16508.8288618801,2056.17026448461,2710.90191281242
"Taxon_182",3512.67524887159,18189.9509646105,2826.26123231444,2211.22115555718
"Taxon_183",2764.89191034316,14088.2077130499,1963.38659239261,2064.43624367936
"Taxon_184",2615.5292620501,13393.9006285413,1566.47087375333,2106.68560153199
"Taxon_185",544.351011788312,2596.54186979277,351.261137671468,169.218343915642
"Taxon_186",2317.69887203673,10180.4588332751,1425.37284016252,1149.17422150091
"Taxon_187",2290.4838373975,12024.1654247652,1761.56650245757,1806.36640058277
"Taxon_188",3125.49907471474,9428.89935672006,1321.00283537967,1540.35716892419
"Taxon_189",2841.40582173087,13484.4974264267,1906.96604754208,1968.93796571802
"Taxon_190",3540.65808796533,15608.9135455323,2190.80138010085,2164.49629872671
"Taxon_191",3579.0401881789,10224.6632162787,1968.73563950876,2042.364146758
"Taxon_192",3920.90130575117,14723.977328339,1936.13920644782,2454.51339609237
"Taxon_193",0,13.5741361040719,0,0
"Taxon_194",9.39387409992903,103.837908153419,263.226142276193,57.9039250583838
"Taxon_195",598.685740473005,1317.87837735077,284.86201499157,2723.8657450617
"Taxon_196",7.32822886749601,0,0,12.6591416223032
"Taxon_197",56445.1399670826,43227.0221915644,47929.5575213406,64098.5234997242
"Taxon_198",247.260981768541,305.763593122036,575.951893796466,7038.55944414823
"Taxon_199",0,24.1763434825414,22.9002794431405,33.9078884124108
"Taxon_200",0,0,0,0
"Taxon_201",0,0,0,0
"Taxon_202",44239.8693290515,39677.1328885182,54039.8176458251,48850.0828880047
"Taxon_203",42594.0097618603,30569.7391641555,44053.4585256307,51994.6887723768
"Taxon_204",40532.5454908143,40665.2390372858,57356.4601011681,43555.8833404195
"Taxon_205",31215.6838735927,50433.2492275868,62165.1309802751,53558.9753210935
"Taxon_206",9401.98673677903,19667.521805394,6622.9899340419,7615.07533809704
"Taxon_207",7102.57162092968,28781.1855324774,8673.64105840274,8099.99372913704
"Taxon_208",0,0,0,0
"Taxon_209",0,0,0,0
"Taxon_210",24154.3930743073,23734.2131040893,33456.0296854343,35950.3738790712
"Taxon_211",37008.6067421999,22436.7738301661,39758.4977747058,40049.0600171764
"Taxon_212",49341.6812787306,51600.7125956957,57604.0561785082,60074.1406628469
"Taxon_213",15930.974609064,28109.6874663371,20913.1265049891,15627.3303994877
"Taxon_214",0,0,0,0
"Taxon_215",0,0,0,0
"Taxon_216",33817.8413045094,29339.9342481085,69536.549626375,70042.1694120928
"Taxon_217",134.834748993803,239.52488652442,72.6866823426361,6.28093116922191
"Taxon_218",26889.0196344253,26600.0950501007,42372.0414213603,40533.8133343666
"Taxon_219",7039.39836068214,256.736605103421,9576.82396899932,1721.56042975289
"Taxon_220",42214.831859373,34219.7645221545,62671.7182613558,50703.722206234
"Taxon_221",8607.76597873947,615.286028998823,10273.8373378268,6670.65169622065
"Taxon_222",904.167855340801,638.506686994726,485.507989235061,2573.22428989649
"Taxon_223",2320.1237685633,6986.01305786444,785.101210751037,3056.78643040927
"Taxon_224",2089.78900832788,317.381205648142,1657.26843349589,1520.1791905753
"Taxon_225",2515.25773810178,345.77673464059,2879.66727182196,2061.11990041895
"Taxon_226",57776.8016987584,47312.4733668704,47945.3430773168,61501.8850493948
"Taxon_227",94.1656263500645,729.737523273337,168.477818336325,761.165017816255
"Taxon_228",14177.7879136588,15294.2882755465,12655.3428399364,20359.0549968313
"Taxon_229",253.427062246455,323.976054530035,958.06264737113,1641.43888536767
"Taxon_230",38126.5764275625,53808.2474008353,53727.6398660832,48441.041056614
"Taxon_231",43997.7239224514,55910.1294382063,57962.3080444997,67590.2496701712
"Taxon_232",44323.7868156769,28389.6285332248,46472.2342544295,66579.5233523572
"Taxon_233",10.9142440243993,60.2358020087062,26.1847708447894,7.86404121686873
"Taxon_234",0.978506061417842,10.5316077826679,0,3.29348616333268
"Taxon_235",4.60931994297362,35.054833558349,0,12.3855531293846
"Taxon_236",140.4676223687,248.508918785441,60.6658615418777,696.873821597921
"Taxon_237",4.07845969340112,12.2995938661433,0,5.37713558584794
"Taxon_238",3847.62147939529,18001.4183378474,2514.95966884658,1864.86211768207
"Taxon_239",19826.5739972389,20882.8489067213,19034.8826547823,31650.4702869909
"Taxon_240",797.655788041818,1196.03626812926,1536.52175882586,411.784028614125
"Taxon_241",5146.80935636618,3178.24447247119,6372.96304851368,3581.95195793082
"Taxon_242",43515.5703690334,31909.5748386224,50270.806883735,52100.585679075
"Taxon_243",2656.28730152468,5856.58110686765,589.976980488669,681.636380449197
"Taxon_244",0,0,0,32.5619025071405
"Taxon_245",0,0,0,0
"Taxon_246",1660.61705220936,10.5222659093474,2120.33188952311,390.222174950573
"Taxon_247",6908.71930611719,13261.2719304071,5511.49976296829,23086.2100884763
"Taxon_248",11247.5184298882,22461.4163361319,10125.8055432281,24883.5948777587
"Taxon_249",6552.25916965465,11612.2058298357,4674.73716199139,22478.5832850318
"Taxon_250",11733.2971476757,22583.2361297332,7521.8549567507,29115.792771722
"Taxon_251",33788.0426991873,35422.2606009675,55872.7647279521,60541.2109052176
"Taxon_252",23148.4246175098,32854.6602177282,22603.5447790114,26976.4603039406
"Taxon_253",38226.1320389155,31850.4370973921,47362.5583143617,60621.2387797667
"Taxon_254",52529.3971796368,38831.1238213281,61253.394049922,77959.7840331682
"Taxon_255",0,0,0,0
"Taxon_256",0,0,0,0
"Taxon_257",0,0,0,0
"Taxon_258",32917.800453931,39280.5236486154,55954.1064517997,63211.9240261043
"Taxon_259",17367.2466994458,26865.9716294478,22548.2477692838,15256.8758968648
"Taxon_260",44435.8230667103,31878.9340639676,49089.3770809558,52450.7573840499
"Taxon_261",0,0,0,0
"Taxon_262",9381.90380049889,9366.48005919376,8328.85925579692,9528.10691865076
"Taxon_263",4124.06759957935,10331.5715897736,4529.41971312142,3150.77553408394
"Taxon_264",3561.01179147811,11497.8470882413,7843.07197883987,9086.98511807411
"Taxon_265",0,0,0,0
"Taxon_266",2438.97933016788,66.5208221239773,2694.22658753188,366.701285956368
"Taxon_267",0,0,0,0
"Taxon_268",8951.48578542969,17132.7946503978,7472.04009829667,5317.79787892602
"Taxon_269",14208.5548091968,27022.2625965855,24094.4905512685,32080.3329286886
"Taxon_270",5580.7303846048,9875.33279496222,4919.34260609008,6184.65997189384
"Taxon_271",3383.04660379113,3383.18262853223,3679.36471854096,7246.69464169381
"Taxon_272",0,797.846051057004,0,64.1216761715555
"Taxon_273",1107.3866298007,5400.24366604582,402.712132149267,300.366167955589
"Taxon_274",10893.0329550639,4013.33932883862,31417.5117289531,19493.921630573
"Taxon_275",3.8273348100565,0,0,0
"Taxon_276",161.348404328873,216.383734651543,57.8138717292313,940.334478616469
"Taxon_277",0,0,0,39.6274941177136
"Taxon_278",9022.97695189155,17558.3453154422,5803.26653579631,5900.48666569244
"Taxon_279",0,0,0,0
"Taxon_280",800.784952132203,2623.00252077896,1220.6477598536,1228.89385546099
"Taxon_281",17258.005452044,5348.6036373966,27132.894423627,24557.4319939949
"Taxon_282",31.8435631066116,23.3649173873407,176.862713688254,52.3824253335051
"Taxon_283",3.6561591082594,3.24240869972244,0,6.16844740818019
"Taxon_284",145.655907309023,373.773510994624,174.038562484155,1066.0640363893
"Taxon_285",4.63470026920417,13.1359983390701,0,8.40713389957396
"Taxon_286",34024.2803478484,41765.4668348307,44887.3682932912,48465.2207527718
"Taxon_287",10310.5922625805,17492.991451756,10523.0198436214,12329.7877681044
"Taxon_288",17.097438205086,182.779559652605,1580.76579147091,102.503964964728
"Taxon_289",0,11.2308451625953,0,1113.6531362825
"Taxon_290",0,0,0,0
"Taxon_291",8.70882081875761,38.8417927593796,236.49889706404,0.411006418087363
"Taxon_292",6165.97398655415,21966.1246287147,5089.81973268917,6192.90336526031
"Taxon_293",0,0,0,0
"Taxon_294",11498.1708713443,39681.3298669376,10256.3250411138,14414.8949486977
"Taxon_295",40368.238094705,47448.235333979,59332.0801848185,69125.7148042828
"Taxon_296",12240.1552806896,38154.7870038007,9048.06166710642,11812.7464642695
"Taxon_297",7247.3509534056,21713.6715180874,8235.97324078908,10110.8605066473
"Taxon_298",10929.0138909082,36204.1576557203,13270.6959511353,12961.5867683884
"Taxon_299",1368.95961894499,1364.05915426685,2003.51049128187,2340.94674492808
"Taxon_300",2537.56733623867,998.030927504094,3913.70622485129,1851.09369549053
"Taxon_301",68929.6436328867,42059.815300341,99293.6400891007,92583.3038963164
"Taxon_302",34316.1470524287,38616.4719763171,52246.9302785774,72172.7389316169
"Taxon_303",1377.70649300202,2541.88089522276,639.011481221605,3311.544236109
"Taxon_304",0,0,0,0
"Taxon_305",0,0,0,0
"Taxon_306",0,0,0,0
"Taxon_307",9636.11895536276,19304.0066893001,1919.90018449777,2525.78615690889
"Taxon_308",0,136.282808358029,0,0
"Taxon_309",9833.73619084176,17078.7422855598,13243.8127305737,24209.7237908166
"Taxon_310",32958.2296410116,6971.54062796437,33770.9160271631,19402.9411250124
"Taxon_311",39297.6369689411,26808.7543172627,37608.842452615,34289.7406633006
"Taxon_312",18016.1229143227,4400.44329149597,20748.1421659883,13605.1888415004
"Taxon_313",0,610.926190647614,96.4575287946111,3777.84075038148
"Taxon_314",30933.9920672904,33337.1455369212,55787.4223197065,46070.9114393326
"Taxon_315",16635.4738759834,21117.4464646211,20519.3681025032,29195.1477925072
"Taxon_316",30560.3347643945,44829.2957816334,45189.6942756128,50392.6411898536
"Taxon_317",64.61069844574,121.992643856635,40.6134404129548,3.52284609183311
"Taxon_318",23.1985113541331,69.1244356422386,33.4015786766448,2.72362412054634
"Taxon_319",62.9120848129522,146.130543236257,44.2559996384736,2.51014326479223
"Taxon_320",0,30.2114500818702,0,0
"Taxon_321",24677.649788077,9765.297385548,28425.9227663018,25576.3390985865
"Taxon_322",12294.7717290924,15498.2364173288,11252.2728493247,10423.04917613
"Taxon_323",7043.55785017981,182.962899217604,9386.17069219743,1790.29396804254
"Taxon_324",10.7055755510165,26.1153701998204,6.82548480592822,0
"Taxon_325",23696.800584985,38742.7232117006,25310.0279647287,29555.174848171
"Taxon_326",1.28700634879991,14.6410911715816,0,5.13280032417851
"Taxon_327",1810.71615388144,260.269716179198,2852.19899561651,1378.77052582829
"Taxon_328",0,0,0,0
"Taxon_329",17212.6879838018,12837.2836738129,20207.6322516042,20786.8386681233
"Taxon_330",0,0,0,0
"Taxon_331",36105.6646693985,41111.4216698359,58543.6150911124,55058.1488059119
"Taxon_332",34242.648054192,43310.2383089357,53604.6930922297,49183.0249198925
"Taxon_333",0,0,0,0
"Taxon_334",36075.4364265605,33720.226106343,47610.5217867991,47912.9721289691
"Taxon_335",21.0623222273309,21.8757864338327,124.725423131851,28.8941036223529
"Taxon_336",50896.2368597158,50896.4380355228,61887.9756207452,55076.6916760121
"Taxon_337",52015.3382201918,43641.8559378115,48224.6212398965,79698.2856022233
"Taxon_338",0,0,0,0
"Taxon_339",18.5360737665357,38.3512765806431,10.3420060974303,0
"Taxon_340",0,0,0,4.80395394996228
"Taxon_341",39823.5176738805,30493.2135738416,43328.2974264038,50963.2285800331
"Taxon_342",0,0,0,0
"Taxon_343",1.69788144818806,2.66076268260697,0,5.75502835451402
"Taxon_344",0,0,0,0
"Taxon_345",0,0,0,0
"Taxon_346",3536.29466644079,13624.6650174503,1484.86545222021,2931.1897852147
"Taxon_347",0,6.500515811008,0,8.94268515634943
"Taxon_348",0,0,9.12254161395952,31.8491372745432
"Taxon_349",84.9882601210928,12.3122650218897,47.006518271682,213.877276690132
"Taxon_350",45480.4891923246,39761.6030244312,55873.4824112001,56643.3532689417
"Taxon_351",49765.658924063,46560.9523586605,58747.6643930531,82307.9501053584
"Taxon_352",181.103250290922,269.155621858822,126.467232013036,12.4103514406969
"Taxon_353",10.9960099309915,0,0,0
"Taxon_354",543.911609896552,417.80225261622,350.52060285493,4163.49595188038
"Taxon_355",1379.2751944656,1827.24367376399,671.989496784493,2362.64384425806
"Taxon_356",0,0,0,0
"Taxon_357",0,0,0,0
"Taxon_358",4131.74377295286,23179.8138029782,3628.68780396332,2034.15849126526
"Taxon_359",0,0,0,0
"Taxon_360",0,5.88264942814651,0,0
"Taxon_361",68374.0307697003,51993.4111926229,77074.7967329633,79811.0399354163
"Taxon_362",8341.40191433919,9791.42977371501,4314.47225377492,11416.6366216593
"Taxon_363",667.856915486734,1263.72246692989,518.048789950648,3931.46018474857
"Taxon_364",6745.97077071927,3464.94752235454,3491.23413763456,3169.62848467827
"Taxon_365",25.4920382800794,155.777249742086,98.9286592710874,56.9700627137991
"Taxon_366",10180.7076621027,25679.9264195076,9587.84962888903,10453.2941107129
"Taxon_367",0,10.2865150240918,0,0
"Taxon_368",14423.3228005752,4380.06076811067,25614.7170012174,17452.347107973
"Taxon_369",11808.7691679804,28570.8428753153,15231.8832795203,19051.3780373615
"Taxon_370",3428.77667903356,2089.31001691508,721.510169865275,735.354577060863
"Taxon_371",4317.74775207209,11326.9350849213,1252.22917310215,2858.00010231044
"Taxon_372",0,0,0,0
"Taxon_373",10464.0545885456,9649.68981627636,13768.0673549184,19239.4399787012
"Taxon_374",16252.7299093655,20223.4169639776,18752.0016555426,25099.3629264092
"Taxon_375",52532.8517619555,49275.226310017,80241.7931687713,63634.5810847607
"Taxon_376",0,0,0,0
"Taxon_377",0,0,0,0
"Taxon_378",4.97485831531252,0,0,11.0098452960921
"Taxon_379",12643.4269064999,15723.3547396478,7896.09274516129,16236.7849445079
"Taxon_380",46.5311700832651,0,0,4.63657810951256
"Taxon_381",12.6931170122539,24.4428950123321,8.88366268330922,0
"Taxon_382",85796.4335641171,110026.041023813,83020.2496782846,97261.6658269162
"Taxon_383",5323.62032478894,13880.1265514023,3226.29391264432,6942.37050464476
"Taxon_384",86.5671758443427,533.578563078142,222.352686610018,844.978453260085
"Taxon_385",0,0,0,0
"Taxon_386",1214.98217687574,1198.43910829367,712.931723331307,2317.12119446596
"Taxon_387",233.581067791674,230.953703281353,84.2228946936186,746.352434435843
"Taxon_388",7703.63480511006,4408.43188969561,11152.9102143179,14823.0875927337
"Taxon_389",3261.6263863321,10612.1480775085,1091.3906283332,636.457259676017
"Taxon_390",6.09476205047893,3.20100230381917,0,8.98008802994769
"Taxon_391",273.142260482807,343.699979950745,91.4574590753543,1369.51799932253
"Taxon_392",7221.39673587963,7105.3879908098,5929.49186440829,15035.0595861868
"Taxon_393",1555.68790672474,2622.10512499149,4153.77297434407,7124.22002832861
"Taxon_394",7619.07904275313,4932.38541059945,8932.18354043067,6113.527300063
"Taxon_395",58089.7436606588,46822.2660509933,66142.5318313382,62762.7834020477
"Taxon_396",47172.932044366,46008.3073258405,63524.9488474584,86468.3857061622
"Taxon_397",0,0,0,0
"Taxon_398",0,13.9986000330282,38.2582329487342,28.9096987300476
"Taxon_399",0,0,0,0
"Taxon_400",208.339000581527,226.815753326364,92.4750563364816,1205.31100327596
"Taxon_401",11693.1536135245,22615.3280602083,12485.7636470732,21915.4804402182
"Taxon_402",1.95211725167802,11.1149112621464,0,4.24554408294633
"Taxon_403",9929.36268338723,18233.8113461729,15996.365626929,10850.6808903686
"Taxon_404",181.390440578133,68.7789843170076,227.396440988819,1651.47372725358
"Taxon_405",0,0,0,14.4042524058323
"Taxon_406",1727.68777136809,4251.85169671105,6057.98705712286,7469.70056025104
"Taxon_407",22127.4199059784,22466.8131133458,22857.5920331972,40633.4800827633
"Taxon_408",2526.51150423359,9004.23241175596,1075.32801879337,989.967070363673
"Taxon_409",343.635114849196,538.60450793511,212.369454384812,1399.99222508961
"Taxon_410",4614.75640111505,9141.83913539892,4845.68652942078,2328.88157971978
"Taxon_411",22005.006721457,25890.300407998,30730.4951007118,26173.9053887555
"Taxon_412",905.216875557121,868.665356867505,1489.96040838536,1929.63751478718
"Taxon_413",18581.6314291517,25202.9040581432,17441.1186699382,43933.812517386
"Taxon_414",39043.7310186728,35857.6567479856,64159.9354344719,63403.6008965433
"Taxon_415",7411.44304961144,13145.0220649667,5066.85744774468,10651.9658608652
